Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
TXN,Texas Instruments Inc.,Technology,177.545,0.0279365795,0.0782608696,0.148698355,4.64012385,161665.7491,18.19330959,0.485876843,1.093475829,187.31,142.38
UBSI,"United Bankshares, Inc.",Financial Services,40.62,0.035450517,0,0.0114972742,1.419924535,5512.937986,15.58586312,0.53989526,0.657060412,43.76,32.17
UDR,UDR Inc,Real Estate,40.29,0.037726483,0.0482758621,0.0333579274,1.878201633,13171.42042,84.70911582,3.853511763,0.763090307,58.35,36.8
UGI,UGI Corp.,Utilities,40.76,0.0353287537,0.0434782609,0.0756537569,1.405670819,8692.430589,8.101053671,0.282831151,0.724634924,45.29,30.9
UHT,Universal Health Realty Income Trust,Real Estate,51.24,0.0554254489,0.0141843972,0.0146047222,2.780747944,713.022065,6.658406003,0.357882618,0.531802196,57.48,40.35
UMBF,UMB Financial Corp.,Financial Services,86.47,0.0175783509,0.027027027,0.0555458916,1.480311409,4186.261055,10.2102683,0.176227549,0.799725209,110.38,76.97
UNH,Unitedhealth Group Inc,Healthcare,506.31,0.0130354921,0.137931034,0.170804913,6.370615305,463128.805,23.83575939,0.312132058,0.567459122,556.38,440.1
UNM,Unum Group,Financial Services,40.95,0.0322344322,0.1,0.0748731656,1.24433184,8184.427968,6.852907953,0.211621061,0.684272922,46.64,23.36
UNP,Union Pacific Corp.,Industrials,212.59,0.0244602286,0.101694915,0.122339114,5.036216432,131991.5838,18.6666078,0.449261056,0.706739737,274.06,182.58
UPS,"United Parcel Service, Inc.",Industrials,182.515,0.0333123305,0,0.108052758,5.949679889,158236.777,11.93428113,0.466275853,0.910285623,224.24,152.08
USB,U.S. Bancorp.,Financial Services,47.015,0.0408380304,0.0434782609,0.0985605433,1.849543846,70710.3397,11.34997427,0.441418579,0.786178055,61.01,37.96
UVV,Universal Corp.,Consumer Defensive,52.86,0.0597805524,0.0128205128,0.0104461316,3.078816137,1305.854098,14.60768609,0.860004508,0.444870873,61.29,42.99
V,Visa Inc,Financial Services,221.37,0.00813118309,0.0533333333,0.134685644,1.566811806,422734.5068,24.93120835,0.230752843,0.98215608,233.54,173.81
VFC,VF Corp.,Consumer Cyclical,30.365,0.0671826116,0.02,0.0208512594,1.966954104,11948.40711,28.16353318,1.804545049,1.160468597,68.82,25.05
VZ,Verizon Communications Inc,Communication Services,41.48,0.0629218901,0.01953125,0.0203418523,2.526542929,175594.3675,9.101926574,0.549248463,0.379331093,53.08,34.02
WABC,Westamerica Bancorporation,Financial Services,57.665,0.02913379,0,0.00980579767,1.662350622,1557.156498,14.91386359,0.428440882,0.45505324,63.86,51.68
WAFD,Washington Federal Inc.,Financial Services,35.82,0.02680067,0.0434782609,0.0714020279,0.950030067,2289.222852,10.32553552,0.280244858,0.710969579,38.91,29.06
WASH,"Washington Trust Bancorp, Inc.",Financial Services,47.935,0.0467299468,0.037037037,0.0542507394,2.703084476,828.97857,11.04259394,0.627165772,0.517930431,57.48,44.06
WBA,Walgreens Boots Alliance Inc,Healthcare,36.64,0.0524017467,0.00523560209,0.0371372893,1.881811112,31619.38029,N/A,N/A,0.793620461,51.99,30.04
WDFC,WD-40 Co.,Basic Materials,175.28,0.0189411228,0.0641025641,0.0897750647,3.147938182,2331.903226,37.29255118,0.687322747,0.598301722,250.69,144.45
WEC,WEC Energy Group Inc,Utilities,95.695,0.0326035843,0,0.056574544,2.855086123,30552.98867,22.14626607,0.654836267,0.464288246,106.5,79.55
WHR,Whirlpool Corp.,Consumer Cyclical,154.39,0.0453397241,0.25,0.0973093321,6.884656557,8397.293486,21.92504827,1.039978332,1.081137765,214.12,122.97
WLK,Westlake Corporation,Basic Materials,114.06,0.011384478,0.2,0.111961586,1.303181192,14599.22117,5.511219771,0.0634151432,0.941349529,139.93,81.01
WM,"Waste Management, Inc.",Industrials,153.4,0.0182529335,0.130434783,0.0692815683,2.584952906,62671.64302,27.91609934,0.480474518,0.496229619,174.64,136.39
WMT,Walmart Inc,Consumer Defensive,144.33,0.0155199889,0.0181818182,0.0149319789,2.22684004,390523.6158,43.5512006,0.683079767,0.457278029,158.89,116.32
WOR,"Worthington Industries, Inc.",Basic Materials,54.82,0.0226194819,0.107142857,0.0810069343,1.169702269,2746.347607,12.66216496,0.268897073,1.250496812,61.67,37.79
WPC,W. P. Carey Inc,Real Estate,83.22,0.050949291,0.00947867299,0.00966363157,4.155965742,17383.21392,35.53664917,1.655763244,0.512553201,87.13,66.85
WRB,W.R. Berkley Corp.,Financial Services,72.76,0.0122319956,4,0.35367829,0.383204135,19387.72112,14.99125172,0.082765472,0.520690517,76.36,52.66
WSBC,"Wesbanco, Inc.",Financial Services,37.135,0.0377002828,0.0606060606,0.0383266701,1.350837136,2217.158335,12.05442499,0.448783102,0.595994644,41,28.95
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,128.275,0.0243227441,0.0985915493,0.148698355,3.022524313,8560.57227,7.280314418,0.182299416,1.458629661,175.7,100.32
WST,"West Pharmaceutical Services, Inc.",Healthcare,249.64,0.00304438391,0.0555555556,0.0629800483,0.72923733,18366.84374,29.1259812,0.088285391,1.159706507,423.18,206.02
WTRG,Essential Utilities Inc,Utilities,48.76,0.0235849057,0.0700969426,0.0699237076,1.093289126,12849.62908,27.52640594,0.614207374,0.67628896,51.75,38
XEL,"Xcel Energy, Inc.",Utilities,71.08,0.0274338773,0.0655737705,0.0510858867,1.930321719,39374.52929,23.54935962,0.62876929,0.504450389,76.63,56.5
XOM,Exxon Mobil Corp.,Energy,113.14,0.0321725296,0.0340909091,0.0339752265,3.503350005,466273.1811,8.990998479,0.286455438,0.528484539,114.64,67.14
XYL,Xylem Inc,Industrials,116.38,0.01031105,0.0714285714,0.0739409238,1.194545977,20939.9398,65.64244452,0.678719305,1.121179951,116.78,71.65
YORW,York Water Co.,Utilities,44.965,0.0173468253,0.0400205233,0.0400057737,0.781962329,646.431815,34.81054469,0.574972301,0.431167449,47.27,36.68
