Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
LFUS,"Littelfuse, Inc.",Technology,302.01,0.00790579,0.132075472,0.068898725,2.387627652,7499.391516,21.7668308,0.173267609,1.214786714,309.94,190.4
HUM,Humana Inc.,Healthcare,458.11,0.007727402,0.123809524,0.120971712,3.336042992,57238.5512,18.37513682,0.135611504,0.318565301,568.25,423.29
AON,Aon plc.,Financial Services,319.49,0.007699772,N/A,N/A,2.343614503,64813.9117,0,N/A,0.742127323,346.7,264.37
ALB,Albemarle Corp.,Basic Materials,207.99,0.007692678,0.012658228,0.036103252,1.58580271,24404.80636,6.640740145,0.050843306,1.334073725,332.81,171.52
SXI,Standex International Corp.,Industrials,149.05,0.007514257,0.076923077,0.092388464,1.09630649,1774.093858,13.43074416,0.099303124,1.043406928,149.96,80.3
V,Visa Inc,Financial Services,239.78,0.007506881,0,0.124746113,1.718171392,453283.6063,23.30483495,0.218042055,0.844542404,249.6,173.13
COST,Costco Wholesale Corp,Consumer Defensive,555.47,0.007345131,0.133333333,0.123427533,2.810956311,246128.757,41.0214595,0.208218986,0.870539363,571.16,445.26
WRB,W.R. Berkley Corp.,Financial Services,61.69,0.007132436,0.1,N/A,0.407630036,16087.19038,14.83305553,0.104789212,0.476343206,76.1,55.4
AEL,American Equity Investment Life Holding Co,Financial Services,53.53,0.007098823,N/A,N/A,0.360000014,4172.195487,9.16861257,0.069498072,0.902012219,54.3,28.05
CASY,"Casey`s General Stores, Inc.",Consumer Defensive,248.14,0.006931571,0.131578947,0.081967191,1.564218066,9277.960059,20.77042085,0.131336529,0.446134608,256.98,195.57
MORN,Morningstar Inc,Financial Services,227.9,0.006581834,0.041666667,0.084471771,1.477421721,9720.77823,426.3499224,2.770338873,1.135626311,258.32,162.65
BRO,"Brown & Brown, Inc.",Financial Services,70,0.006571429,N/A,N/A,0.446276325,19852.91581,27.58115561,0.17297532,0.790271523,72.99,52.73
LAD,"Lithia Motors, Inc.",Consumer Cyclical,306.15,0.006532745,0.19047619,0.115101503,1.753238849,8419.125,7.401428571,0.042814136,1.188408969,329,178.58
INTU,Intuit Inc,Technology,508.5,0.006135693,0.147058824,0.106622125,3.107597243,142430.85,63.61359982,0.393865303,1.564768215,514.14,350.08
MCK,Mckesson Corporation,Healthcare,405.02,0.006123154,0.14893617,0.067249182,2.155323053,54921.62816,15.42742364,0.086075202,0.294832163,429.75,324.29
MA,Mastercard Incorporated,Financial Services,397.07,0.005742061,0.163265306,0.179198639,2.195196761,371200.0553,36.2854404,0.205735404,1.001668965,405.19,275.59
ROP,Roper Technologies Inc,Industrials,492.65,0.005541459,0.100806452,0.105950631,2.661660941,52512.66408,18.70575431,0.101319412,0.80816801,502.13,354.59
BMI,Badger Meter Inc.,Industrials,162.63,0.005534034,0.125,0.084471771,0.897616082,4767.97024,61.61760454,0.341298891,0.895384821,167,87.68
BCPC,Balchem Corp.,Basic Materials,133.2,0.00533033,N/A,N/A,0.709999979,4294.337231,43.17001489,0.231270351,0.977870229,143.04,116.68
CHDN,"Churchill Downs, Inc.",Consumer Cyclical,118,0.003025424,N/A,N/A,0.356999993,8834.558048,24.7674742,0.076609441,,150.45,88.88
CHE,Chemed Corp.,Healthcare,520.99,0.002917522,0,0.048413171,1.517759272,7854.767733,34.67934557,0.101251452,0.393181615,574.66,428.88
ENSG,Ensign Group Inc,Healthcare,94.7,0.002428722,0.045454545,0.050246073,0.227187696,5322.220779,22.13027622,0.053835947,0.715565397,102.13,78.59
DDS,Dillard`s Inc.,Consumer Cyclical,345.85,0.002313142,0,0.148698355,0.790066948,4322.384535,5.133235557,0.016150183,1.21690466,417.32,223.23
WST,"West Pharmaceutical Services, Inc.",Healthcare,371.66,0.00204488,0.055555556,0.048413171,0.569669215,27451.25805,52.92318884,0.08304216,,389.39,205.76
HEI,Heico Corp.,Industrials,175.28,0.001141031,N/A,N/A,0.199943179,25958.14755,68.69215607,0.07323926,0.916447762,182.18,138.65
